ID,X,Y,Z,Indoor,InCar,BSdist,GCellID,FrequencyGHz
4646,-231.663982,-30.107363,1.5,false,false,234.791192,0,3
6175,-12.080196,163.99316,1.5,false,false,166.108211,0,4
49196,54.653689,210.451059,1.5,false,false,218.698248,0,3
48573,224.003317,153.040125,1.5,false,false,272.306842,0,1
14936,-235.415458,-119.440559,1.5,false,false,265.025914,0,2
52145,37.947434,-43.923337,1.5,false,false,62.622019,0,1
25409,-216.258075,-0.207878,1.5,false,false,217.531258,0,1
60008,-55.034011,139.682518,1.5,false,false,151.961173,0,4
68933,16.292655,-22.986849,1.5,false,false,36.689179,0,1
59668,-207.263488,-31.201616,1.5,false,false,210.912173,0,2
487,-24.541136,5.336413,1.5,false,false,34.39469,0,4
57782,63.729445,-117.017703,1.5,false,false,135.302753,0,4
50781,53.694803,214.07915,1.5,false,false,221.957798,0,4
37757,-46.092309,-231.509918,1.5,false,false,237.220558,0,4
44424,21.144751,148.137441,1.5,false,false,151.472941,0,2
59194,-149.662088,-77.48528,1.5,false,false,170.161568,0,1
52166,81.0755,-192.65865,1.5,false,false,210.339825,0,2
55665,55.025888,-163.856835,1.5,false,false,174.439562,0,2
27954,133.487385,205.261538,1.5,false,false,245.974452,0,3
70432,226.394156,-104.724859,1.5,false,false,250.547121,0,4
33220,-218.627515,-36.137089,1.5,false,false,222.836553,0,1
60884,241.545023,-129.385089,1.5,false,false,275.021362,0,3
14245,55.454649,218.580854,1.5,false,false,226.726835,0,2
13270,183.36721,-42.272089,1.5,false,false,189.638375,0,3
43896,84.958681,34.76427,1.5,false,false,94.756435,0,4
40239,92.111868,-82.588261,1.5,false,false,125.927229,0,3
46820,-61.018484,-229.044546,1.5,false,false,238.195108,0,2
21601,-3.77444,-129.845009,1.5,false,false,132.008419,0,2
56711,-31.559735,105.719774,1.5,false,false,112.804865,0,3
29614,27.727726,-225.182216,1.5,false,false,228.096705,0,1
57391,-144.59497,178.07565,1.5,false,false,230.588144,0,2
25736,42.059671,-238.718602,1.5,false,false,243.532004,0,1
25758,-239.552556,-74.073334,1.5,false,false,251.842284,0,3
27972,-226.835842,147.99384,1.5,false,false,271.861961,0,2
67109,32.962925,-142.304143,1.5,false,false,147.95024,0,1
9072,-83.061474,73.42556,1.5,false,false,113.325952,0,4
67630,-212.687641,154.003993,1.5,false,false,263.638982,0,3
57398,-106.201096,196.770911,1.5,false,false,224.832636,0,4
13263,176.124521,-89.683342,1.5,false,false,199.035672,0,1
36423,-61.763233,185.637162,1.5,false,false,197.048479,0,1
43835,-86.57158,126.871598,1.5,false,false,155.381115,0,4
37896,116.10716,120.590931,1.5,false,false,169.042288,0,2
67372,-64.14081,-215.063628,1.5,false,false,225.651629,0,2
680,241.565682,-15.255583,1.5,false,false,243.185036,0,2
33578,60.697715,90.47813,1.5,false,false,111.457411,0,1
47030,-0.329984,126.613498,1.5,false,false,128.776306,0,2
7690,-239.191346,40.201804,1.5,false,false,243.682036,0,1
23467,-68.586632,-31.326639,1.5,false,false,78.979329,0,2
29033,112.851954,58.425072,1.5,false,false,129.233519,0,1
9415,136.89887,-203.577088,1.5,false,false,246.449146,0,4
69124,-66.114299,134.945152,1.5,false,false,152.097155,0,4
36020,-220.63383,114.28705,1.5,false,false,249.58579,0,3
56870,86.066764,-137.607335,1.5,false,false,163.998526,0,1
34523,160.748658,90.777773,1.5,false,false,186.099396,0,1
32486,-132.533117,-132.996139,1.5,false,false,189.222752,0,1
59461,-108.56717,49.473594,1.5,false,false,121.600645,0,1
8271,-10.544075,280.193213,1.5,false,false,281.374598,0,1
32352,-82.458991,-143.043002,1.5,false,false,166.772407,0,2
14587,-105.670849,221.285852,1.5,false,false,246.3453,0,3
31375,-72.450136,-61.079592,1.5,false,false,97.631904,0,2
2956,179.411021,162.53484,1.5,false,false,243.224462,0,2
60606,92.2059,-184.894074,1.5,false,false,207.942292,0,4
14590,-10.705322,-171.241558,1.5,false,false,173.177727,0,4
12608,-147.511565,-144.306522,1.5,false,false,207.692764,0,3
30569,-47.223992,-237.320612,1.5,false,false,243.111967,0,4
62759,-222.329223,-98.090465,1.5,false,false,244.139863,0,2
28389,216.574964,163.607389,1.5,false,false,272.441449,0,3
70020,93.902867,-197.406179,1.5,false,false,219.86177,0,4
13335,-5.592446,-221.808978,1.5,false,false,223.120479,0,3
69565,-220.699638,32.780332,1.5,false,false,224.35492,0,3
57393,-240.754112,36.633017,1.5,false,false,244.656433,0,2
19012,-43.091044,161.199679,1.5,false,false,168.506452,0,4
50651,232.078847,154.545236,1.5,false,false,279.816138,0,1
15580,-216.962904,55.626606,1.5,false,false,225.209837,0,4
49445,170.597439,76.656389,1.5,false,false,188.499173,0,3
28633,60.557711,-150.991945,1.5,false,false,164.371694,0,1
3510,-148.320147,52.253867,1.5,false,false,159.001833,0,4
2831,-18.696247,16.219033,1.5,false,false,34.129997,0,3
52283,-154.450018,-143.699234,1.5,false,false,212.26523,0,2
43393,215.813807,-102.098978,1.5,false,false,239.900085,0,4
34052,58.994827,218.178858,1.5,false,false,227.232598,0,4
42483,-242.226723,-133.834863,1.5,false,false,277.736937,0,4
31441,123.554663,5.912591,1.5,false,false,125.908552,0,1
51240,-1.063598,-186.190445,1.5,false,false,187.670624,0,4
52515,-173.358842,129.835468,1.5,false,false,217.859558,0,3
15862,11.781925,-258.606738,1.5,false,false,259.939433,0,2
18825,105.098063,164.200407,1.5,false,false,196.366052,0,2
27030,-79.421313,226.695864,1.5,false,false,241.35246,0,1
58025,221.396221,41.308746,1.5,false,false,226.439726,0,1
5769,62.52934,40.432189,1.5,false,false,78.082842,0,2
2985,95.847335,82.918633,1.5,false,false,128.897096,0,3
42426,-66.233807,-228.681768,1.5,false,false,239.237367,0,4
6935,14.923162,-14.325193,1.5,false,false,31.307538,0,3
70572,103.967134,139.547128,1.5,false,false,175.598451,0,4
46782,172.122987,62.679797,1.5,false,false,184.681698,0,1
45038,-105.840688,-126.579839,1.5,false,false,166.664204,0,2
67172,-73.820382,-108.777475,1.5,false,false,133.544891,0,1
22208,93.997165,-191.62696,1.5,false,false,214.729152,0,2
72059,-59.556938,62.488789,1.5,false,false,89.465791,0,4
9661,-19.259085,9.102098,1.5,false,false,31.717669,0,1
56015,-126.638558,-172.593895,1.5,false,false,215.356047,0,3
58220,12.840049,202.668798,1.5,false,false,204.430327,0,3
57858,-65.185213,115.288374,1.5,false,false,134.509372,0,3
45154,-173.759754,-159.46547,1.5,false,false,237.010418,0,3
66890,-118.368625,186.766129,1.5,false,false,222.362246,0,3
1952,-140.198907,-75.732116,1.5,false,false,161.069354,0,3
15917,-125.838507,72.060699,1.5,false,false,146.902431,0,1
15937,148.938371,45.263286,1.5,false,false,157.428248,0,3
42477,-70.00529,-202.629864,1.5,false,false,215.666067,0,3
21656,3.738582,-252.373006,1.5,false,false,253.492329,0,4
30570,-57.992809,-178.218913,1.5,false,false,188.884613,0,2
1120,-133.040193,-104.874968,1.5,false,false,171.028366,0,3
52683,-42.207875,253.467005,1.5,false,false,258.029605,0,3
31407,124.68474,39.797135,1.5,false,false,132.974984,0,1
31303,66.925599,-80.85717,1.5,false,false,107.560066,0,3
11333,6.553925,-57.484636,1.5,false,false,62.447476,0,3
69198,-44.504238,-11.148478,1.5,false,false,51.547704,0,3
12836,-195.080418,-122.017112,1.5,false,false,231.293742,0,3
18554,135.855906,154.528706,1.5,false,false,207.09466,0,2
54194,224.304359,-113.685865,1.5,false,false,252.565182,0,3
26409,-201.726986,17.416059,1.5,false,false,203.836567,0,2
52550,-160.589304,68.374554,1.5,false,false,176.114322,0,1
71202,-66.290258,154.872238,1.5,false,false,170.094263,0,1
44824,134.197691,-180.528919,1.5,false,false,226.167993,0,2
28049,146.552431,170.222287,1.5,false,false,225.843955,0,4
25873,45.915319,-0.360679,1.5,false,false,51.580971,0,3
67376,143.390448,-50.259696,1.5,false,false,153.750147,0,2
28063,-69.163124,49.350513,1.5,false,false,88.154755,0,1
66477,52.97358,-108.562504,1.5,false,false,123.062047,0,4
39987,-87.202399,-116.468746,1.5,false,false,147.382079,0,4
16468,246.277607,24.683172,1.5,false,false,248.624554,0,1
5906,101.077618,103.375467,1.5,false,false,146.476694,0,3
4957,-57.88402,-5.083471,1.5,false,false,62.678955,0,2
711,-80.618667,111.926237,1.5,false,false,139.925344,0,4
45406,-17.953619,-18.86884,1.5,false,false,35.080131,0,3
53788,32.160695,195.819121,1.5,false,false,199.829148,0,3
60559,-38.145638,-149.251922,1.5,false,false,155.831562,0,2
51691,32.871978,268.004592,1.5,false,false,271.033722,0,1
26845,-24.090548,181.800057,1.5,false,false,184.888791,0,4
9469,24.308718,-249.941558,1.5,false,false,252.218053,0,2
37213,-224.433824,-32.609008,1.5,false,false,228.00469,0,4
57407,57.106793,-149.171851,1.5,false,false,161.448682,0,1
26276,-111.311808,-81.608691,1.5,false,false,140.009096,0,2
31860,-202.026898,-100.299603,1.5,false,false,226.775501,0,1
60178,67.268966,-7.197915,1.5,false,false,71.61825,0,1
38581,-153.422102,54.601684,1.5,false,false,164.535514,0,1
27642,248.680617,49.181024,1.5,false,false,254.584116,0,4
41378,142.370518,45.995382,1.5,false,false,151.450287,0,4
44731,-194.699104,-24.069523,1.5,false,false,197.583737,0,1
35372,-42.936366,-137.457977,1.5,false,false,145.912567,0,3
43951,48.646424,19.644316,1.5,false,false,57.485857,0,3
48730,-161.139073,45.718283,1.5,false,false,169.139624,0,2
37552,50.352372,-194.910584,1.5,false,false,202.676459,0,1
63608,-55.175325,-28.546387,1.5,false,false,66.418843,0,1
40598,-38.344942,142.968621,1.5,false,false,149.875319,0,2
36529,-40.304844,4.47916,1.5,false,false,46.869962,0,1
9988,-34.005428,-179.601444,1.5,false,false,184.296766,0,1
14496,142.507434,-72.934754,1.5,false,false,161.802649,0,3
53082,-88.122353,97.344377,1.5,false,false,133.393129,0,3
34692,-38.332482,207.49889,1.5,false,false,212.314433,0,4
22553,3.845769,145.487999,1.5,false,false,147.423871,0,2
41868,2.339236,-13.131875,1.5,false,false,27.021624,0,1
628,-92.336694,-29.105032,1.5,false,false,99.626392,0,4
32817,153.80366,30.480917,1.5,false,false,158.546214,0,2
65612,131.950781,-128.285339,1.5,false,false,185.527321,0,4
13044,33.3469,-186.205223,1.5,false,false,190.621748,0,1
15745,18.092038,200.371081,1.5,false,false,202.554047,0,4
15775,14.239926,174.945147,1.5,false,false,177.089892,0,3
41559,-169.770214,-74.248372,1.5,false,false,186.78061,0,2
12185,-130.57097,-61.072398,1.5,false,false,146.050902,0,2
51325,212.182132,19.750592,1.5,false,false,214.391215,0,1
41020,38.468673,244.498789,1.5,false,false,248.619683,0,4
60423,225.687094,-123.12067,1.5,false,false,258.158118,0,2
26480,167.621281,89.512206,1.5,false,false,191.472136,0,3
14109,25.582782,-198.888626,1.5,false,false,201.899515,0,1
41147,-244.281351,-98.835801,1.5,false,false,264.564064,0,3
60004,218.345867,21.444432,1.5,false,false,220.65138,0,4
31671,-186.341836,63.472953,1.5,false,false,198.253236,0,4
45826,84.088876,181.930452,1.5,false,false,201.796626,0,1
60966,22.964603,119.743857,1.5,false,false,124.170102,0,1
23789,104.386424,-190.562925,1.5,false,false,218.547487,0,4
7665,-68.411922,164.358851,1.5,false,false,179.572473,0,1
71652,-102.065525,70.527296,1.5,false,false,126.268448,0,1
7333,-110.232233,-141.170324,1.5,false,false,180.644556,0,2
17102,-11.188241,61.47344,1.5,false,false,66.756352,0,4
22316,228.763783,57.209068,1.5,false,false,236.976784,0,2
36434,85.36062,79.741818,1.5,false,false,119.153024,0,3
15324,-167.053661,-70.752809,1.5,false,false,182.934785,0,3
17070,78.900792,-17.428972,1.5,false,false,84.150782,0,3
8963,-123.842621,-70.124498,1.5,false,false,144.245242,0,1
62318,9.367776,-107.972001,1.5,false,false,110.89616,0,1
37791,191.921762,-3.639477,1.5,false,false,193.389396,0,1
42882,48.88463,86.964927,1.5,false,false,102.493197,0,1
6012,-75.187268,-71.13302,1.5,false,false,106.138032,0,1
30455,70.678126,-33.75586,1.5,false,false,81.774725,0,4
69233,145.21101,-30.878269,1.5,false,false,150.306204,0,2
57191,187.858947,133.978451,1.5,false,false,231.93417,0,3
13884,-145.63154,-126.489184,1.5,false,false,194.32012,0,3
52460,-232.778277,77.699019,1.5,false,false,246.526092,0,2
69984,-66.529131,-48.43271,1.5,false,false,85.580971,0,2
25084,161.107917,-141.748474,1.5,false,false,215.871816,0,1
29341,46.512912,-45.003413,1.5,false,false,68.854979,0,3
55827,-114.70961,56.346753,1.5,false,false,129.944223,0,1
15553,175.503148,-89.681918,1.5,false,false,198.485394,0,3
10694,-161.356854,-61.128353,1.5,false,false,174.140633,0,3
33167,29.469651,149.913033,1.5,false,false,154.578873,0,2
30236,10.296924,-97.67335,1.5,false,false,100.98693,0,4
47748,-86.519856,32.97582,1.5,false,false,95.526646,0,1
18194,-200.329258,-49.416005,1.5,false,false,207.668011,0,4
50460,-54.429393,-41.100875,1.5,false,false,72.139384,0,3
4079,-8.356836,-88.356827,1.5,false,false,91.80967,0,1
64234,-247.368116,105.647243,1.5,false,false,270.008471,0,3
52588,179.109479,55.351223,1.5,false,false,188.934416,0,2
2881,-24.683146,140.44826,1.5,false,false,144.52412,0,3
55055,-67.040381,-6.615582,1.5,false,false,71.34724,0,2
2443,74.104734,63.903634,1.5,false,false,100.635163,0,4
47242,-28.276723,233.248649,1.5,false,false,236.128684,0,4
39665,-18.665619,123.292217,1.5,false,false,126.892183,0,2
43717,-85.051789,-11.970256,1.5,false,false,89.046863,0,1
70395,-215.632872,-43.618035,1.5,false,false,221.251708,0,2
27546,131.42238,-186.915212,1.5,false,false,229.698473,0,2
9797,-159.836281,-96.812688,1.5,false,false,188.341666,0,4
37504,133.412562,-80.954431,1.5,false,false,157.812489,0,1
30039,16.489414,-22.592201,1.5,false,false,36.531607,0,3
62637,134.53568,140.899509,1.5,false,false,196.226325,0,1
50595,48.572677,53.094265,1.5,false,false,75.700435,0,4
54404,237.668485,130.194295,1.5,false,false,272.009399,0,1
9305,55.265566,-248.970841,1.5,false,false,256.111328,0,2
5849,8.053601,-31.534449,1.5,false,false,40.143891,0,4
8012,-193.126576,-162.130466,1.5,false,false,253.251678,0,2
53094,52.885695,-109.86615,1.5,false,false,124.176156,0,2
59125,-77.113507,-215.007477,1.5,false,false,229.623514,0,1
1272,220.413776,-10.164651,1.5,false,false,221.895928,0,1
69901,-4.174446,188.702487,1.5,false,false,190.205953,0,2
50276,-42.633978,-95.632133,1.5,false,false,107.309883,0,4
57155,145.471998,68.862373,1.5,false,false,162.654169,0,2
66316,-101.498976,-79.889263,1.5,false,false,131.288181,0,4
12178,-40.042142,263.022084,1.5,false,false,267.088449,0,3
30106,242.098939,110.080482,1.5,false,false,266.986626,0,2
39112,83.479856,-216.941692,1.5,false,false,233.633975,0,2
24080,-23.524307,255.806078,1.5,false,false,257.958121,0,3
60349,-22.173626,196.808085,1.5,false,false,199.442579,0,3
5556,-207.78885,-24.068902,1.5,false,false,210.494105,0,4
23565,29.361995,265.512999,1.5,false,false,268.163251,0,2
60932,34.797827,-32.505939,1.5,false,false,53.101553,0,2
20976,-17.298329,-224.393141,1.5,false,false,226.282487,0,3
28466,-158.605779,117.220701,1.5,false,false,198.617059,0,2
53149,98.149195,9.586513,1.5,false,false,101.377589,0,1
37751,16.107049,-153.545989,1.5,false,false,156.166763,0,3
11142,20.042684,-167.74255,1.5,false,false,170.562371,0,4
66958,-116.423949,-169.306393,1.5,false,false,206.812574,0,4
59802,-141.82609,-83.06215,1.5,false,false,166.030752,0,3
53849,-47.51532,250.812148,1.5,false,false,256.352666,0,2
56468,-238.449514,31.174168,1.5,false,false,241.62419,0,1
54019,-10.400021,206.442799,1.5,false,false,208.03615,0,1
26895,-59.50126,207.973747,1.5,false,false,217.590738,0,3
29010,104.194641,175.233757,1.5,false,false,205.220961,0,3
55514,-75.943287,63.52485,1.5,false,false,101.759714,0,3
9313,-174.768952,-51.513764,1.5,false,false,183.712015,0,3
70024,16.258634,-228.776886,1.5,false,false,230.554672,0,3
24336,83.82268,86.417836,1.5,false,false,122.664315,0,3
44537,225.09825,12.677618,1.5,false,false,226.676408,0,3
21781,-243.303951,-140.436645,1.5,false,false,281.906924,0,2
15924,-161.713764,54.775238,1.5,false,false,172.348247,0,3
38128,224.523501,-79.867652,1.5,false,false,239.461676,0,1
60851,-183.986954,-25.43155,1.5,false,false,187.217021,0,2
22311,223.853298,-133.593024,1.5,false,false,261.743471,0,4
37306,195.458402,97.555513,1.5,false,false,219.711891,0,2
18166,217.735186,-105.199053,1.5,false,false,242.956173,0,4
61686,65.148102,-181.065048,1.5,false,false,193.858394,0,4
32809,146.337269,-167.792196,1.5,false,false,223.877348,0,2
70529,-22.383192,-45.804418,1.5,false,false,56.136459,0,4
44178,-216.851255,58.973901,1.5,false,false,225.952733,0,3
61779,-127.630999,-124.976788,1.5,false,false,180.169697,0,4
56790,177.876966,141.661415,1.5,false,false,228.605384,0,3
70575,169.427973,166.752908,1.5,false,false,238.882022,0,2
4880,104.959003,48.224757,1.5,false,false,117.873956,0,1
2240,198.565012,-86.76577,1.5,false,false,217.964705,0,4
41415,247.441631,47.408494,1.5,false,false,253.035918,0,3
15195,90.40436,70.600296,1.5,false,false,117.088002,0,3
14267,-91.829976,-8.794525,1.5,false,false,95.196314,0,1
37113,93.742831,-200.090867,1.5,false,false,222.207838,0,4
68824,-51.990151,90.697139,1.5,false,false,107.150347,0,2
42454,40.397754,262.324946,1.5,false,false,266.455636,0,4
24482,104.558015,-118.504354,1.5,false,false,159.774561,0,2
15594,-27.886873,-192.741749,1.5,false,false,196.161437,0,4
36930,-71.449019,51.267393,1.5,false,false,91.02504,0,2
43103,-210.22113,-136.188211,1.5,false,false,251.579813,0,1
2732,-128.409838,-145.325194,1.5,false,false,195.347764,0,4
28275,-42.432648,-52.859714,1.5,false,false,71.742101,0,2
41902,86.26721,3.374446,1.5,false,false,89.4744,0,3
53554,-181.191341,-65.45055,1.5,false,false,194.078145,0,3
41874,175.918715,21.022438,1.5,false,false,178.722095,0,1
14351,-97.473863,69.547437,1.5,false,false,122.025612,0,2
57195,-58.188187,181.496259,1.5,false,false,192.039078,0,3
44399,131.275998,-20.17618,1.5,false,false,134.880376,0,2
2649,183.554334,-39.544361,1.5,false,false,189.230547,0,4
58632,-83.14066,112.745242,1.5,false,false,142.042631,0,4
41526,-139.045413,159.017514,1.5,false,false,212.538107,0,4
10181,79.510745,109.447759,1.5,false,false,137.306302,0,2
13596,-164.384437,5.543858,1.5,false,false,166.148209,0,1
23652,231.90689,127.187826,1.5,false,false,265.536813,0,3
34332,-235.319135,44.709245,1.5,false,false,240.678752,0,1
48347,-206.646027,-150.092874,1.5,false,false,256.481386,0,2
52462,-185.202823,-141.394404,1.5,false,false,234.189482,0,1
32423,104.633699,144.602167,1.5,false,false,180.028463,0,3
7590,-205.414889,50.794539,1.5,false,false,212.902822,0,3
49096,172.863392,63.201587,1.5,false,false,185.549031,0,2
58495,-102.591281,-152.507469,1.5,false,false,185.29908,0,3
48554,41.858438,-239.337458,1.5,false,false,244.104072,0,4
39854,-41.402182,154.826789,1.5,false,false,161.980633,0,3
13267,191.719347,124.860014,1.5,false,false,229.996915,0,4
55544,-34.198808,-77.946905,1.5,false,false,88.303616,0,3
43468,107.008925,191.965645,1.5,false,false,221.029339,0,3
69251,204.310162,111.280683,1.5,false,false,233.833878,0,3
50137,206.450235,-169.054991,1.5,false,false,267.868512,0,4
15936,-135.653095,73.594659,1.5,false,false,156.109532,0,4
4135,67.785694,128.296582,1.5,false,false,146.993752,0,4
64090,134.113573,90.127662,1.5,false,false,163.284096,0,3
47444,225.371926,120.523469,1.5,false,false,256.652804,0,1
58831,96.229183,186.970433,1.5,false,false,211.589812,0,2
11454,122.680433,-82.765561,1.5,false,false,149.84284,0,1
71754,201.515694,89.459421,1.5,false,false,221.729143,0,1
5926,-186.805591,-179.11943,1.5,false,false,259.869869,0,1
66678,-1.386153,211.88171,1.5,false,false,213.185436,0,1
36063,218.497256,52.366731,1.5,false,false,225.910547,0,4
57154,-233.347493,37.631545,1.5,false,false,237.527758,0,2
10795,175.544709,159.573705,1.5,false,false,238.394552,0,2
7023,-128.826243,53.442274,1.5,false,false,141.437363,0,2
59371,-208.373278,-17.558527,1.5,false,false,210.428076,0,2
70221,-165.372268,-60.365616,1.5,false,false,177.606995,0,4
64796,-229.925703,147.169305,1.5,false,false,274.001612,0,3
69195,210.589421,60.166241,1.5,false,false,220.272856,0,1
12348,-58.448388,199.242989,1.5,false,false,208.964669,0,2
12420,-26.901341,125.00836,1.5,false,false,130.011624,0,2
41542,17.517856,37.750791,1.5,false,false,47.793802,0,1
54323,159.211424,-123.286354,1.5,false,false,202.731479,0,2
36663,107.252388,-111.511296,1.5,false,false,156.493111,0,3
447,88.03999,212.458512,1.5,false,false,231.175062,0,2
45941,-239.654155,-83.00592,1.5,false,false,254.708356,0,1
41451,-32.704575,44.305506,1.5,false,false,59.873342,0,3
42681,26.419195,-77.65487,1.5,false,false,85.325861,0,3
32348,183.890808,-33.069576,1.5,false,false,188.312708,0,4
71412,-94.127619,-10.481847,1.5,false,false,97.581391,0,4
1572,-14.933469,178.378651,1.5,false,false,180.538644,0,3
30512,102.151979,6.956249,1.5,false,false,105.050779,0,2
14430,133.458037,-4.801162,1.5,false,false,135.596271,0,4
52082,-2.958721,-273.943364,1.5,false,false,274.9654,0,2
319,-47.530509,-228.145145,1.5,false,false,234.225546,0,2
21474,-51.055725,51.595271,1.5,false,false,76.295538,0,4
42711,76.204896,147.258039,1.5,false,false,167.464522,0,1
27662,-164.489697,183.66549,1.5,false,false,247.673419,0,3
70874,-55.604943,-161.266292,1.5,false,false,172.194589,0,2
54051,154.478252,70.04402,1.5,false,false,171.236518,0,4
5514,208.062632,-43.090576,1.5,false,false,213.773493,0,4
53036,30.074016,-51.098504,1.5,false,false,63.778943,0,2
60448,75.63864,-182.878052,1.5,false,false,199.293341,0,4
40751,-48.803721,-121.908087,1.5,false,false,133.40028,0,3
16580,-124.627541,190.658193,1.5,false,false,228.986507,0,2
